User_ID,Name,Age,Profile_Type,Gender,Country,Subscription_Plan,Favorite_Genre,Watch_Time_Hours_Per_Week,Device_Used,Monthly_Spend_USD,Join_Date,Last_Login,Movies_Watched_Per_Month,Bing_Watcher
678,David Tucker,28,Adult,Male,Canada,Standard,Comedy,29,Smart TV,18.93,2024-01-27,2026-04-14,31,No
679,Kimberly Wood,8,Kids,Female,Australia,Premium,Cartoon,39,Smart TV,14.83,2021-08-19,2026-04-17,9,No
680,Kimberly Garza,16,Kids,Male,UK,Premium,Sci-Fi,47,Laptop,11.57,2023-02-15,2026-01-14,50,Yes
681,Courtney Wilson,56,Adult,Female,Australia,Standard,Horror,35,Mobile,18.46,2025-01-01,2026-03-14,14,Yes
682,James Tucker,37,Adult,Female,France,Premium,Horror,16,Tablet,19.73,2021-03-20,2026-02-22,19,Yes
683,Kimberly Tucker,50,Adult,Female,USA,Basic,Drama,15,Tablet,16.13,2021-08-23,2026-02-09,49,No
684,Kimberly Mendoza,67,Adult,Female,USA,Standard,Fantasy,34,Tablet,6.4,2024-10-25,2026-02-07,15,No
685,David Wilson,7,Kids,Male,Germany,Basic,Cartoon,22,Mobile,10.53,2024-02-20,2026-04-30,2,No
686,Jo Wood,37,Adult,Female,France,Basic,Sci-Fi,24,Smart TV,16.58,2023-01-30,2026-04-07,48,No
687,Kimberly Mendoza,19,Adult,Male,Canada,Premium,Horror,17,Mobile,6.11,2023-10-24,2026-04-26,39,Yes
688,David Curtis,26,Adult,Male,Australia,Premium,Comedy,30,Tablet,12.91,2023-06-02,2026-03-29,22,Yes
689,Jo Wood,17,Kids,Male,France,Standard,Documentary,29,Laptop,6.21,2024-08-15,2026-04-12,4,Yes
690,James Tucker,20,Adult,Male,Australia,Standard,Family,34,Tablet,14.58,2022-08-27,2026-01-27,19,Yes
691,Erik Mendoza,61,Adult,Female,UK,Standard,Documentary,35,Tablet,18.46,2021-05-19,2026-04-12,30,Yes
692,James Miller,66,Adult,Male,Germany,Standard,Family,41,Laptop,7.59,2024-09-03,2026-02-10,31,No
693,Erik Miller,28,Adult,Female,France,Premium,Animation,16,Tablet,18.72,2022-10-15,2026-05-01,24,No
694,Courtney Curtis,32,Adult,Male,Germany,Basic,Action,5,Tablet,19.31,2023-10-01,2026-04-13,9,Yes
695,Erik Garza,9,Kids,Female,Germany,Premium,Action,47,Tablet,5.82,2024-05-12,2026-05-29,15,No
696,James Mendoza,23,Adult,Female,UK,Premium,Sci-Fi,11,Tablet,9.91,2023-02-15,2026-04-15,41,No
697,David Wilson,12,Kids,Female,UK,Premium,Romance,30,Laptop,7.18,2023-10-21,2026-05-24,3,No
698,Mark Wilson,28,Adult,Female,Germany,Standard,Fantasy,41,Mobile,11.51,2024-07-27,2026-01-26,25,Yes
699,Jonathan Clark,40,Adult,Male,Australia,Standard,Thriller,34,Laptop,9.96,2023-08-01,2026-05-28,16,Yes
700,Kimberly Mendoza,69,Adult,Male,Australia,Premium,Cartoon,29,Smart TV,5.21,2022-04-19,2026-03-01,12,Yes
701,James Mendoza,65,Adult,Male,USA,Basic,Cartoon,42,Laptop,16.64,2023-11-09,2026-03-01,44,No
702,Courtney Miller,40,Adult,Female,USA,Basic,Fantasy,24,Mobile,8.13,2021-10-08,2026-03-09,24,No
703,James Wood,56,Adult,Female,France,Premium,Cartoon,29,Tablet,13.35,2023-09-28,2026-04-16,25,Yes
704,Erik Garza,7,Kids,Female,Canada,Standard,Thriller,30,Smart TV,14.08,2024-05-10,2026-05-22,7,Yes
705,Eddie Mendoza,52,Adult,Male,Germany,Premium,Cartoon,31,Smart TV,16.35,2024-01-17,2026-02-24,16,No
706,David Miller,7,Kids,Female,USA,Basic,Fantasy,28,Smart TV,16.47,2022-05-30,2026-03-08,46,No
707,Jo Curtis,63,Adult,Female,India,Basic,Sci-Fi,17,Tablet,17.48,2021-11-25,2026-01-01,27,No
708,Kimberly Garza,40,Adult,Female,India,Premium,Action,6,Mobile,8.91,2023-10-31,2026-03-02,16,Yes
709,David Kramer,39,Adult,Female,India,Standard,Documentary,25,Mobile,14.47,2021-11-12,2026-01-30,15,Yes
710,Jonathan Miller,34,Adult,Male,Australia,Standard,Cartoon,40,Mobile,19.49,2022-03-16,2026-03-20,30,No
711,Eddie Curtis,70,Adult,Male,USA,Standard,Romance,28,Mobile,6.97,2024-12-10,2026-03-26,5,Yes
712,David Wood,27,Adult,Female,India,Standard,Comedy,6,Tablet,8.34,2021-10-29,2026-03-02,44,No
713,Jo Curtis,62,Adult,Male,Canada,Basic,Horror,11,Mobile,14.35,2023-10-21,2026-04-02,15,Yes
714,Erik Wilson,9,Kids,Male,Germany,Basic,Romance,5,Smart TV,7.01,2024-11-25,2026-06-07,30,No
715,David Clark,9,Kids,Male,UK,Basic,Animation,23,Smart TV,15.86,2024-10-15,2026-06-05,25,Yes
716,Timothy Kramer,56,Adult,Male,India,Standard,Drama,17,Mobile,6.9,2024-04-01,2026-03-29,24,Yes
717,Mark Wilson,31,Adult,Male,Australia,Standard,Animation,40,Laptop,13.49,2021-08-19,2026-05-20,39,No
718,Eddie Curtis,37,Adult,Male,India,Premium,Documentary,26,Smart TV,8.41,2022-07-13,2026-05-01,4,Yes
719,Erik Miller,65,Adult,Male,France,Premium,Romance,5,Smart TV,10.51,2022-02-25,2026-01-10,40,No
720,Kimberly Miller,52,Adult,Male,Germany,Standard,Horror,47,Mobile,17.72,2023-11-16,2026-04-30,2,No
721,Eddie Miller,63,Adult,Female,Australia,Premium,Documentary,30,Mobile,7.98,2024-12-04,2026-04-09,9,Yes
722,Kimberly Clark,5,Kids,Male,Australia,Premium,Documentary,41,Mobile,17.78,2023-01-15,2026-04-06,15,Yes
723,Timothy Tucker,57,Adult,Female,Canada,Premium,Thriller,43,Laptop,10.95,2021-04-03,2026-03-16,28,No
724,James Clark,37,Adult,Male,Australia,Basic,Documentary,16,Laptop,12.84,2021-01-25,2026-03-11,47,No
725,Eddie Kramer,24,Adult,Female,USA,Basic,Comedy,6,Laptop,12.15,2022-11-16,2026-04-29,2,No
726,Jo Sherman,60,Adult,Male,Canada,Standard,Thriller,39,Smart TV,12.74,2021-11-07,2026-03-27,31,Yes
727,Jonathan Sherman,39,Adult,Female,UK,Basic,Comedy,46,Smart TV,15.3,2021-12-25,2026-02-10,49,Yes
728,James Wood,31,Adult,Female,UK,Standard,Fantasy,32,Laptop,19.88,2023-07-27,2026-02-17,37,Yes
729,Kimberly Miller,30,Adult,Male,France,Standard,Horror,15,Tablet,14.97,2021-03-20,2026-06-07,41,No
730,James Garza,44,Adult,Female,USA,Basic,Cartoon,35,Tablet,13.94,2024-12-11,2026-03-28,30,Yes
731,Mark Curtis,45,Adult,Male,USA,Standard,Horror,16,Laptop,5.19,2024-07-06,2026-01-09,38,Yes
732,Jonathan Curtis,23,Adult,Male,UK,Premium,Horror,44,Tablet,12.33,2023-09-10,2026-04-06,15,Yes
733,Jonathan Kramer,23,Adult,Female,Canada,Standard,Romance,20,Mobile,8.78,2021-12-01,2026-05-08,29,Yes
734,Jonathan Wood,47,Adult,Female,Canada,Standard,Drama,50,Smart TV,6.43,2023-03-20,2026-05-06,1,No
735,Courtney Sherman,15,Kids,Female,Australia,Premium,Family,15,Tablet,19.01,2021-01-20,2026-04-28,32,Yes
736,James Sherman,64,Adult,Male,UK,Premium,Sci-Fi,28,Tablet,16.11,2023-04-16,2026-02-04,13,Yes
737,David Clark,50,Adult,Female,India,Standard,Horror,13,Tablet,8.99,2021-04-02,2026-05-10,38,Yes
738,James Wood,52,Adult,Female,Germany,Premium,Fantasy,44,Tablet,5.61,2024-07-13,2026-05-08,41,Yes
739,Eddie Garza,55,Adult,Male,Australia,Basic,Fantasy,23,Tablet,6.21,2022-08-17,2026-04-04,37,No
740,James Wood,34,Adult,Female,Germany,Standard,Drama,12,Mobile,16.54,2021-03-24,2026-02-25,49,No
741,James Miller,53,Adult,Male,Australia,Basic,Cartoon,5,Smart TV,18.75,2025-01-12,2026-04-20,12,Yes
742,David Wood,57,Adult,Female,France,Basic,Thriller,21,Mobile,18.61,2021-09-02,2026-04-12,13,Yes
743,Kimberly Kramer,17,Kids,Female,France,Premium,Animation,40,Smart TV,17.04,2024-04-10,2026-01-23,29,No
744,James Kramer,33,Adult,Female,Australia,Standard,Animation,48,Smart TV,12.06,2024-11-11,2026-05-01,47,Yes
745,Erik Miller,25,Adult,Male,India,Standard,Family,44,Smart TV,19.11,2022-09-07,2026-02-09,7,Yes
746,Mark Wood,54,Adult,Female,France,Basic,Fantasy,44,Laptop,16.7,2023-06-29,2026-04-09,43,No
747,David Sherman,50,Adult,Female,UK,Basic,Horror,40,Tablet,11.04,2021-11-23,2026-06-03,19,No
748,Courtney Wood,52,Adult,Female,Germany,Standard,Family,45,Mobile,18.7,2024-03-25,2026-02-26,38,No
749,David Miller,17,Kids,Male,UK,Premium,Documentary,41,Laptop,17.58,2024-07-16,2026-05-18,2,Yes
750,James Wood,8,Kids,Female,France,Basic,Animation,38,Laptop,17.47,2021-06-16,2026-01-24,27,No
751,David Clark,44,Adult,Female,Germany,Premium,Documentary,18,Tablet,15.5,2022-02-27,2026-02-01,8,Yes
752,Mark Clark,49,Adult,Male,UK,Standard,Animation,47,Mobile,13.18,2021-07-04,2026-02-21,2,Yes
753,Jonathan Clark,42,Adult,Female,India,Premium,Romance,24,Laptop,11.48,2024-08-29,2026-06-09,34,Yes
754,Eddie Clark,17,Kids,Female,India,Premium,Sci-Fi,14,Smart TV,9.13,2022-10-14,2026-04-08,19,No
755,Timothy Clark,12,Kids,Female,India,Standard,Sci-Fi,19,Tablet,16.45,2022-09-18,2026-01-19,10,No
756,Jo Clark,24,Adult,Female,France,Premium,Comedy,49,Smart TV,9.98,2023-10-19,2026-06-02,40,No
757,Kimberly Sherman,59,Adult,Female,Australia,Premium,Animation,44,Tablet,16.39,2024-06-09,2026-02-12,42,Yes
758,Courtney Tucker,9,Kids,Male,Canada,Premium,Documentary,8,Mobile,8.11,2022-03-23,2026-05-22,18,No
759,Timothy Mendoza,52,Adult,Male,Canada,Premium,Action,38,Smart TV,10.72,2024-09-21,2026-03-26,37,Yes
760,Eddie Miller,39,Adult,Female,Germany,Basic,Comedy,37,Mobile,8.67,2021-11-17,2026-03-12,26,Yes
761,James Kramer,22,Adult,Female,UK,Premium,Drama,27,Mobile,17.11,2024-08-16,2026-05-18,5,No
762,Eddie Wood,39,Adult,Male,USA,Basic,Animation,14,Smart TV,8.99,2024-01-26,2026-02-26,35,Yes
763,Jonathan Kramer,45,Adult,Male,Canada,Premium,Cartoon,22,Smart TV,16.6,2024-03-03,2026-04-16,1,No
764,Erik Wood,9,Kids,Male,UK,Standard,Sci-Fi,17,Smart TV,9.41,2024-10-17,2026-05-31,28,Yes
765,Mark Mendoza,15,Kids,Male,Germany,Standard,Animation,6,Tablet,18.2,2021-12-01,2026-01-05,5,Yes
766,Jo Curtis,68,Adult,Male,Germany,Premium,Horror,38,Tablet,5.89,2024-08-03,2026-02-09,23,No
767,Kimberly Kramer,68,Adult,Female,UK,Premium,Animation,39,Mobile,18.34,2023-12-01,2026-05-20,12,Yes
768,Kimberly Wilson,45,Adult,Female,UK,Premium,Comedy,25,Mobile,19.3,2023-06-06,2026-04-19,11,Yes
769,Jonathan Curtis,49,Adult,Female,France,Standard,Sci-Fi,13,Mobile,12.46,2023-07-14,2026-05-23,36,Yes
770,Eddie Clark,35,Adult,Female,Germany,Premium,Romance,44,Tablet,13.76,2023-08-08,2026-02-08,24,Yes
771,Jo Sherman,26,Adult,Female,France,Basic,Cartoon,35,Mobile,17.56,2022-08-17,2026-03-30,30,Yes
772,Eddie Wood,43,Adult,Female,France,Standard,Drama,19,Mobile,12.09,2024-10-12,2026-02-23,13,No
773,Jonathan Garza,67,Adult,Female,USA,Basic,Romance,28,Tablet,9.95,2022-06-03,2026-01-11,50,No
774,Timothy Sherman,51,Adult,Female,France,Premium,Comedy,31,Tablet,16.41,2023-06-03,2026-01-06,26,No
775,Kimberly Garza,64,Adult,Female,India,Premium,Thriller,6,Smart TV,5.21,2023-02-24,2026-02-16,7,Yes
776,Eddie Curtis,12,Kids,Female,USA,Basic,Horror,24,Smart TV,11.61,2023-07-28,2026-03-21,22,Yes
777,Jonathan Wilson,44,Adult,Male,France,Basic,Cartoon,15,Mobile,13.84,2024-03-27,2026-01-17,4,Yes
778,Jonathan Mendoza,57,Adult,Male,USA,Premium,Horror,45,Laptop,19.73,2021-11-15,2026-03-08,10,No
779,Eddie Wilson,57,Adult,Female,Australia,Standard,Cartoon,26,Mobile,16.28,2023-03-05,2026-05-30,19,Yes
780,Eddie Garza,13,Kids,Male,India,Premium,Horror,22,Laptop,17.25,2021-10-27,2026-03-24,41,No
781,Timothy Sherman,39,Adult,Male,Germany,Premium,Drama,41,Mobile,10.22,2022-05-13,2026-01-16,13,Yes
782,David Garza,30,Adult,Female,Canada,Basic,Drama,10,Mobile,19.29,2023-04-07,2026-02-03,20,Yes
783,Courtney Clark,64,Adult,Male,France,Basic,Animation,30,Laptop,5.63,2021-01-24,2026-05-08,18,Yes
784,Erik Kramer,51,Adult,Female,Germany,Basic,Animation,16,Mobile,7.91,2024-03-03,2026-01-26,38,No
785,Jo Wilson,9,Kids,Male,Germany,Basic,Documentary,6,Tablet,14.7,2023-09-28,2026-04-11,12,Yes
786,Eddie Miller,68,Adult,Female,USA,Basic,Comedy,45,Laptop,7.9,2024-09-15,2026-05-22,10,Yes
787,Courtney Mendoza,57,Adult,Female,UK,Premium,Fantasy,37,Smart TV,19.07,2022-07-26,2026-04-30,47,No
788,Mark Mendoza,43,Adult,Female,Australia,Basic,Drama,31,Tablet,12.95,2021-08-25,2026-01-06,10,No
789,Timothy Miller,39,Adult,Female,UK,Premium,Horror,38,Mobile,13.92,2021-02-07,2026-01-13,11,No
790,David Kramer,66,Adult,Female,USA,Premium,Comedy,18,Mobile,10.63,2022-04-15,2026-02-21,21,No
791,Jonathan Wilson,56,Adult,Male,Germany,Standard,Sci-Fi,39,Mobile,9.2,2024-05-01,2026-02-08,49,Yes
792,Jo Mendoza,54,Adult,Male,UK,Standard,Animation,40,Tablet,13.39,2021-11-12,2026-06-06,17,No
793,Eddie Wilson,56,Adult,Male,India,Standard,Thriller,19,Laptop,6.24,2022-12-10,2026-04-22,44,No
794,Jonathan Clark,63,Adult,Female,Germany,Premium,Documentary,23,Mobile,14.09,2024-04-10,2026-01-15,5,Yes
795,Mark Curtis,9,Kids,Male,Germany,Premium,Action,32,Mobile,5.6,2024-05-15,2026-03-28,22,No
796,James Clark,18,Adult,Male,UK,Premium,Romance,43,Mobile,12.41,2024-08-03,2026-01-09,34,Yes
797,Jo Miller,54,Adult,Male,UK,Premium,Documentary,37,Laptop,18.28,2021-02-20,2026-04-17,14,Yes
798,Kimberly Kramer,40,Adult,Male,India,Basic,Drama,16,Mobile,18.19,2025-02-09,2026-05-22,27,Yes
799,Kimberly Tucker,58,Adult,Female,France,Basic,Action,7,Laptop,15.09,2021-10-17,2026-02-25,27,No
800,Jo Wood,61,Adult,Male,Germany,Basic,Drama,6,Laptop,18.94,2022-04-01,2026-01-20,17,Yes
801,Jo Curtis,62,Adult,Male,India,Basic,Family,16,Tablet,10.56,2022-10-14,2026-03-26,2,Yes
802,David Wilson,65,Adult,Female,Australia,Premium,Action,16,Laptop,11.83,2023-07-17,2026-04-30,7,Yes
803,Erik Miller,42,Adult,Male,USA,Standard,Sci-Fi,26,Mobile,7.43,2023-01-28,2026-05-20,27,No
804,David Mendoza,67,Adult,Male,USA,Standard,Comedy,13,Tablet,16.17,2022-12-05,2026-04-20,24,No
805,Kimberly Garza,42,Adult,Male,USA,Standard,Drama,44,Laptop,11.77,2023-03-23,2026-03-20,35,Yes
806,Timothy Kramer,48,Adult,Male,France,Basic,Drama,48,Smart TV,9.07,2021-08-24,2026-04-10,37,Yes
807,Mark Sherman,58,Adult,Male,Australia,Standard,Fantasy,32,Tablet,14.9,2021-12-12,2026-02-09,38,Yes
808,Jonathan Miller,66,Adult,Female,USA,Basic,Family,13,Smart TV,16.85,2021-04-15,2026-03-17,27,No
809,Kimberly Tucker,66,Adult,Male,France,Basic,Action,43,Laptop,13.55,2022-09-25,2026-03-21,34,No
810,James Mendoza,46,Adult,Female,UK,Basic,Thriller,26,Smart TV,12.1,2021-11-25,2026-05-25,44,No
811,Eddie Clark,29,Adult,Male,UK,Basic,Thriller,10,Laptop,15.4,2022-12-19,2026-02-01,23,No
812,James Sherman,51,Adult,Male,USA,Standard,Documentary,45,Laptop,14.29,2023-03-10,2026-05-26,31,Yes
813,Mark Mendoza,59,Adult,Female,Germany,Premium,Drama,28,Tablet,12.83,2024-01-28,2026-04-04,22,Yes
814,Kimberly Kramer,29,Adult,Female,USA,Standard,Thriller,33,Mobile,19.98,2022-07-04,2026-06-04,33,No
815,Courtney Garza,15,Kids,Female,Canada,Standard,Action,5,Tablet,11.13,2022-02-07,2026-03-30,6,No
816,Jonathan Miller,30,Adult,Female,India,Basic,Thriller,15,Laptop,18.51,2023-07-23,2026-01-08,13,No
817,Courtney Miller,57,Adult,Male,India,Basic,Comedy,32,Tablet,19.49,2022-01-11,2026-04-19,20,Yes
818,Kimberly Miller,21,Adult,Female,Canada,Basic,Documentary,23,Laptop,13.15,2023-03-29,2026-01-09,28,No
819,Eddie Wilson,65,Adult,Female,France,Standard,Documentary,10,Laptop,5.82,2023-02-14,2026-05-29,11,No
820,Jo Clark,34,Adult,Female,France,Standard,Romance,24,Mobile,16.36,2021-08-02,2026-05-13,5,No
821,Timothy Garza,36,Adult,Female,USA,Premium,Sci-Fi,6,Laptop,17.54,2024-01-02,2026-05-04,39,Yes
822,David Mendoza,22,Adult,Female,Australia,Standard,Action,17,Laptop,11.95,2023-06-03,2026-02-02,44,No
823,Mark Miller,54,Adult,Female,Germany,Standard,Drama,15,Smart TV,8.57,2024-06-29,2026-03-19,39,Yes
824,Jo Wood,22,Adult,Female,Canada,Premium,Comedy,48,Tablet,13.47,2021-12-06,2026-01-13,22,Yes
825,Kimberly Curtis,36,Adult,Female,UK,Premium,Documentary,44,Smart TV,7.06,2024-09-19,2026-03-06,24,No
826,Eddie Mendoza,22,Adult,Male,USA,Basic,Romance,5,Smart TV,15.01,2023-11-24,2026-01-12,48,Yes
827,Courtney Mendoza,54,Adult,Female,France,Premium,Horror,34,Smart TV,16.48,2023-02-22,2026-01-17,44,Yes
828,Timothy Mendoza,55,Adult,Male,Germany,Basic,Horror,5,Tablet,18.42,2021-09-26,2026-04-01,24,No
829,Jo Clark,50,Adult,Male,UK,Basic,Thriller,49,Laptop,5.1,2021-01-02,2026-01-24,3,No
830,Kimberly Garza,38,Adult,Female,Canada,Basic,Documentary,18,Mobile,14.81,2022-07-25,2026-01-29,21,Yes
831,Eddie Wood,63,Adult,Female,Germany,Standard,Thriller,15,Tablet,5.1,2023-11-13,2026-05-06,48,No
832,David Miller,14,Kids,Female,Canada,Premium,Documentary,23,Mobile,13.61,2024-02-14,2026-03-20,38,No
833,Mark Mendoza,59,Adult,Female,UK,Basic,Drama,36,Laptop,16.92,2022-01-04,2026-02-27,19,No
834,Kimberly Sherman,17,Kids,Female,France,Standard,Romance,8,Tablet,7.08,2023-03-19,2026-02-26,42,Yes
835,Kimberly Tucker,7,Kids,Female,UK,Standard,Horror,41,Mobile,19.55,2021-01-04,2026-03-21,32,Yes
836,Courtney Wilson,22,Adult,Male,Germany,Basic,Fantasy,15,Tablet,12.29,2025-01-07,2026-01-16,44,No
837,Timothy Curtis,65,Adult,Female,UK,Standard,Comedy,36,Mobile,7.33,2024-08-05,2026-05-15,31,No
838,David Miller,16,Kids,Male,France,Basic,Drama,44,Tablet,14.69,2021-12-03,2026-03-27,15,No
839,Kimberly Sherman,57,Adult,Male,India,Standard,Cartoon,43,Mobile,15.69,2023-01-05,2026-06-04,10,No
840,Timothy Clark,20,Adult,Female,France,Basic,Thriller,39,Tablet,9.93,2021-02-25,2026-05-13,8,No
841,Eddie Sherman,42,Adult,Female,Canada,Basic,Cartoon,6,Tablet,7.05,2021-03-30,2026-03-19,22,Yes
842,David Wood,59,Adult,Female,Australia,Standard,Cartoon,14,Mobile,9.65,2021-07-12,2026-01-20,12,No
843,David Mendoza,68,Adult,Female,Australia,Premium,Animation,39,Laptop,11.29,2021-09-24,2026-03-02,29,No
844,Kimberly Sherman,43,Adult,Male,UK,Standard,Romance,46,Mobile,11.32,2024-02-14,2026-03-08,48,No
845,Eddie Kramer,58,Adult,Female,France,Premium,Cartoon,32,Laptop,17.61,2021-11-16,2026-01-13,31,No
846,David Kramer,32,Adult,Male,USA,Premium,Thriller,45,Tablet,10.41,2024-10-15,2026-03-09,36,Yes
847,Mark Wilson,43,Adult,Female,Canada,Premium,Cartoon,31,Laptop,7.11,2022-01-02,2026-02-02,7,No
848,James Mendoza,69,Adult,Female,UK,Premium,Sci-Fi,24,Tablet,18.41,2021-05-26,2026-02-13,38,Yes
849,David Sherman,53,Adult,Female,France,Standard,Fantasy,34,Laptop,17.72,2022-11-21,2026-01-23,35,Yes
850,Jonathan Clark,25,Adult,Male,UK,Premium,Cartoon,28,Mobile,11,2024-08-06,2026-01-31,25,Yes
851,Timothy Wilson,28,Adult,Female,UK,Standard,Action,28,Mobile,13.98,2022-08-27,2026-02-04,48,No
852,Eddie Tucker,19,Adult,Male,Germany,Premium,Sci-Fi,37,Laptop,15.61,2022-08-11,2026-02-10,28,Yes
853,Mark Kramer,12,Kids,Male,Germany,Standard,Comedy,37,Tablet,13.27,2021-08-24,2026-05-09,43,No
854,James Mendoza,32,Adult,Male,Australia,Standard,Action,34,Tablet,6.1,2021-10-30,2026-01-10,6,No
855,Erik Tucker,69,Adult,Female,Canada,Basic,Horror,25,Laptop,14.6,2021-05-11,2026-02-15,3,No
856,James Curtis,16,Kids,Male,Canada,Standard,Sci-Fi,9,Tablet,15.57,2021-12-25,2026-01-07,37,Yes
857,Kimberly Sherman,59,Adult,Female,Canada,Premium,Comedy,8,Laptop,13.42,2021-10-25,2026-01-17,32,No
858,Courtney Miller,11,Kids,Male,France,Standard,Cartoon,5,Tablet,6.47,2024-09-19,2026-04-01,9,Yes
859,Courtney Wood,5,Kids,Male,Canada,Premium,Sci-Fi,9,Tablet,9.48,2021-06-30,2026-04-05,41,Yes
860,Jonathan Tucker,15,Kids,Male,USA,Basic,Documentary,5,Mobile,11.53,2022-08-08,2026-05-08,50,No
861,David Wood,51,Adult,Male,USA,Premium,Documentary,8,Laptop,5.21,2024-05-28,2026-01-11,41,Yes
862,Eddie Wood,39,Adult,Male,India,Standard,Fantasy,15,Smart TV,5.68,2021-04-01,2026-05-31,15,Yes
863,Timothy Miller,5,Kids,Female,Germany,Basic,Documentary,16,Laptop,18.16,2022-06-11,2026-02-22,24,Yes
864,Erik Miller,39,Adult,Female,India,Basic,Fantasy,19,Laptop,9.96,2024-09-06,2026-04-13,40,Yes
865,Timothy Garza,41,Adult,Female,Australia,Standard,Horror,26,Laptop,8.35,2024-03-23,2026-05-16,18,Yes
866,James Curtis,31,Adult,Male,France,Standard,Comedy,25,Tablet,9.95,2024-07-09,2026-04-01,8,No
867,Jonathan Kramer,58,Adult,Male,UK,Standard,Action,35,Laptop,12.9,2023-10-21,2026-01-01,22,Yes
868,Courtney Miller,38,Adult,Female,Canada,Basic,Thriller,39,Mobile,18.43,2023-03-29,2026-02-23,32,No
869,Erik Sherman,48,Adult,Female,Germany,Standard,Family,35,Laptop,17.99,2024-08-24,2026-02-15,7,No
870,Kimberly Sherman,62,Adult,Female,France,Standard,Thriller,30,Mobile,12.94,2023-10-19,2026-01-08,38,Yes
871,James Wood,58,Adult,Female,Canada,Premium,Sci-Fi,12,Mobile,19.26,2022-01-04,2026-01-10,37,No
872,Timothy Mendoza,42,Adult,Male,India,Premium,Romance,22,Smart TV,18.45,2023-08-09,2026-02-17,19,Yes
873,Jo Mendoza,11,Kids,Female,India,Basic,Animation,33,Mobile,5.48,2024-10-25,2026-03-06,30,Yes
874,Kimberly Wood,55,Adult,Female,Germany,Premium,Thriller,29,Tablet,12.32,2024-03-16,2026-01-28,2,No
875,James Miller,53,Adult,Female,Australia,Premium,Horror,6,Mobile,6.05,2023-01-09,2026-01-22,4,No
876,Courtney Miller,31,Adult,Female,India,Standard,Fantasy,34,Laptop,5.63,2021-04-01,2026-03-16,30,Yes
877,James Clark,26,Adult,Female,UK,Premium,Thriller,31,Smart TV,7.5,2024-06-29,2026-05-02,32,No
878,Eddie Wilson,46,Adult,Female,India,Standard,Fantasy,32,Mobile,11.29,2024-01-04,2026-04-26,22,Yes
879,Mark Tucker,60,Adult,Female,Germany,Standard,Comedy,32,Mobile,14.96,2024-01-01,2026-02-13,49,No
880,Jonathan Wood,70,Adult,Male,Canada,Standard,Romance,15,Laptop,8.63,2023-07-20,2026-04-11,36,Yes
881,Courtney Mendoza,56,Adult,Female,USA,Basic,Animation,28,Smart TV,7.3,2021-01-14,2026-05-21,33,Yes
882,Kimberly Sherman,59,Adult,Male,USA,Basic,Drama,37,Laptop,8.8,2023-03-31,2026-06-04,9,Yes
883,David Mendoza,41,Adult,Female,Australia,Basic,Horror,40,Mobile,17.45,2021-06-28,2026-04-06,50,No
884,Kimberly Wood,36,Adult,Female,USA,Standard,Action,22,Tablet,8.95,2023-01-15,2026-04-07,27,No
885,Jo Curtis,28,Adult,Female,Australia,Basic,Thriller,39,Mobile,7.63,2021-06-23,2026-05-08,45,Yes
886,Kimberly Garza,19,Adult,Female,Australia,Basic,Sci-Fi,40,Laptop,10.05,2023-09-21,2026-03-01,30,Yes
887,James Wood,39,Adult,Male,France,Premium,Cartoon,23,Smart TV,18.18,2023-09-22,2026-02-14,20,Yes
888,Mark Clark,48,Adult,Female,India,Basic,Cartoon,7,Laptop,16.23,2024-03-06,2026-02-01,7,Yes
889,Timothy Curtis,7,Kids,Female,India,Standard,Horror,40,Smart TV,7.46,2021-05-24,2026-02-08,25,Yes
890,Eddie Curtis,63,Adult,Female,Germany,Basic,Thriller,11,Tablet,13.51,2024-04-21,2026-04-20,23,No
891,Jonathan Sherman,21,Adult,Female,India,Basic,Horror,18,Laptop,13.25,2023-02-12,2026-01-29,30,Yes
892,Eddie Clark,22,Adult,Male,Germany,Basic,Romance,29,Smart TV,7.8,2022-07-08,2026-01-28,42,No
893,David Mendoza,64,Adult,Male,France,Standard,Comedy,26,Laptop,19.7,2023-09-27,2026-01-28,8,No
894,Mark Wood,70,Adult,Male,USA,Basic,Family,9,Tablet,18.2,2023-10-24,2026-01-28,44,No
895,Jo Tucker,51,Adult,Female,India,Basic,Drama,21,Laptop,15.94,2022-10-09,2026-04-02,30,No
896,Timothy Curtis,49,Adult,Female,Australia,Basic,Fantasy,9,Laptop,14.08,2023-12-08,2026-01-19,44,No
897,Kimberly Wood,46,Adult,Male,Germany,Standard,Animation,50,Laptop,17.28,2022-06-08,2026-04-22,26,Yes
898,David Tucker,54,Adult,Male,Germany,Premium,Sci-Fi,38,Smart TV,16.24,2023-07-07,2026-03-03,37,Yes
899,Timothy Mendoza,48,Adult,Female,Australia,Premium,Thriller,32,Laptop,11.02,2023-11-26,2026-05-13,27,Yes
900,David Miller,52,Adult,Male,France,Basic,Family,26,Mobile,18.55,2022-04-12,2026-04-13,26,Yes
901,James Garza,14,Kids,Male,India,Premium,Action,36,Tablet,14.67,2024-12-07,2026-02-15,45,No
902,Erik Clark,6,Kids,Male,Australia,Basic,Horror,50,Smart TV,7.66,2022-03-03,2026-01-08,26,No
903,Jonathan Mendoza,46,Adult,Female,France,Premium,Animation,21,Smart TV,13.85,2022-02-08,2026-01-01,28,No
904,Eddie Kramer,48,Adult,Male,France,Premium,Drama,35,Tablet,18.05,2025-01-30,2026-04-07,28,No
